ID;Kname;Kstrasse;KPlz;Kort;Ktyp;Kgruppe;Kart;Latitude;Longitude
10105467;Globus Logistik & Service;GLOBUSALLEE;55411;BINGEN;LEBENSMITTEL GH;LEH;Lager / GH;49.9632424;7.9502748
10105268;Real,- 80276;OTTO-LILIENTHAL-STR. 24;71034;BOEBLINGEN;SB WARENHAUS;LEH;Outlet;48.685823;8.9846732
10099310;Metro  Cash & Carry  BKZ 0717;GEWERBESTR. 93;79194;GUNDELFINGEN;CASH & CARRY;Cash&Carry;Outlet;48.0462401;7.8622735
10099673;Hit 016-A;EICHELBERGSTR. 34;76189;KARLSRUHE;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.99826;8.34944
10100339;Kaufland 2250-S:W4 / T:W5;MARLENER STR. 11;77656;OFFENBURG;SB WARENHAUS;LEH;Outlet;48.4698035;7.9246051
10105669;Real,- 89254;VIMBUCHER STR. 75;77815;BUEHL;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.7243612;8.1089002
10106950;Handelshof 4080-W3;KARL-BAUTZ-STR. 20;79312;EMMENDINGEN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.1174787;7.8480059
10099425;EHG Suedwest mbH;EDEKASTR. 1;77656;OFFENBURG;LEBENSMITTEL GH;LEH;Lager / GH;48.4759988;7.9224903
10102928;Rewe Deutscher Supermarkt KGaA;REWESTR. 1;01683;STARBACH;LEBENSMITTEL GH;LEH;Lager / GH;51.08773;13.27706
10104377;Kaufland DLZ Luebbenau;NECKARSULMER STR. 1;03222;LUEBBENAU/SPREEWALD;LEBENSMITTEL GH;LEH;Lager / GH;51.8471751;13.953214
10108184;Kaufland DLZ Dortmund;FEINEISENSTR. 7;44339;DORTMUND;LEBENSMITTEL GH;LEH;Lager / GH;51.54633;7.49514
10099277;Real,- 87149;HAMBURGER STR. 250;38114;BRAUNSCHWEIG;SB WARENHAUS;LEH;Outlet;52.2827727;10.5201033
10099608;Real,- 82052;OTTO-VON-GUERICKE-STR. 2;38122;BRAUNSCHWEIG;SB WARENHAUS;LEH;Outlet;52.2425165;10.5116107
10099610;Real,- 82137;GUTENBERGSTR. 2;38640;GOSLAR;SB WARENHAUS;LEH;Outlet;51.916773;10.4487664
10101284;Real,- 82359;SCHAEFERWIESE 15;38239;SALZGITTER;SB WARENHAUS;LEH;Outlet;52.1933642;10.4576141
10105623;Real,- 82927;AM WASSERWERK 3;38304;WOLFENBUETTEL;GROSSE VM 1500 - 4999 QM;LEH;Outlet;52.1501734;10.542683
10105665;Real,- 82538;KONRAD-ADENAUER-STR. 111;38226;SALZGITTER;GROSSE VM 1500 - 4999 QM;LEH;Outlet;52.1533988;10.3451374
10105720;Real,- 82293;BERLINER STR. 33;38104;BRAUNSCHWEIG;SB WARENHAUS;LEH;Outlet;52.2784391;10.5647235
10105775;Real,- 82934;HEHLINGER STR. 21;38446;WOLFSBURG;SB WARENHAUS;LEH;Outlet;52.3984898;10.8371523
10105265;Real,- 80238;LANGE STR. 37;72336;BALINGEN;SB WARENHAUS;LEH;Outlet;48.2591377;8.8503531
10101862;Real,- 82564;HOHENERXLEBENER STRASSE;39418;STASSFURT;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.8497161;11.6002945
10102633;EHG Hessenring mbH;INDUSTRIEGEBIET;99634;STRAUSSFURT;LEBENSMITTEL GH;LEH;Lager / GH;51.1653379;10.9752775
10103656;Toom VM 810;SUHLER STRASSE;98544;ZELLA-MEHLIS;SB WARENHAUS;LEH;Outlet;50.6432179;10.684176
10104073;Toom VM 813;LEIPZIGER STRASSE;98617;MEININGEN;SB WARENHAUS;LEH;Outlet;50.5865142;10.4132451
10102058;Metro Cash & Carry BKZ 1042;STICHELSDORFER WEG;06188;PEISSEN B HALEE, SAALE;CASH & CARRY;Cash&Carry;Outlet;51.5014241;12.0356703
10102431;Toom VM 808;OLBERNHAUER STR. 4;09125;CHEMNITZ;SB WARENHAUS;LEH;Outlet;50.7954473;12.9248933
10103495;Kaufland 2930-O4;WITTENER STRASSE;06766;WOLFEN;SB WARENHAUS;LEH;Outlet;51.6880998;12.2453641
10103498;Toom VM 811;NEEFESTR. 268;09117;CHEMNITZ;SB WARENHAUS;LEH;Outlet;50.8062916;12.8282702
10103709;Kaufland 3350-O2;AM BRUENLASBERG;08280;AUE;SB WARENHAUS;LEH;Outlet;50.5943864;12.6773397
10103754;Norma GmbH & Co. KG;HAINICHENER STR. 11 A;09661;ROSSAU;DISCOUNTER-GH;Discounter;Lager / GH;50.9883093;13.0819135
10103919;Toom VM 814;KESSLERSTRASSE;07745;JENA;SB WARENHAUS;LEH;Outlet;50.8989834;11.5926078
10105612;Real,- 82958;NEBRAER TOR 5;06268;QUERFURT;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.3734034;11.602775
10106141;Real,- 82229;AM BRUCHSEE;06122;HALLE (SAALE);GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.4814274;11.9175697
10106937;Kaufland 3110-S:O3 / T:O4;CHEMNITZER STR. 65;09123;CHEMNITZ;SB WARENHAUS;LEH;Outlet;50.7837313;12.8953484
10118586;Kaufland 7260-O4;MAGDEBURGER CHAUSSEE;06118;HALLE (SAALE);SB WARENHAUS;LEH;Outlet;51.5328665;11.9415031
10145108;Real,- 89633;UFERSTR. 1;08412;WERDAU;GROSSE VM 1500 - 4999 QM;LEH;Outlet;50.7337317;12.3728699
10103284;Kaufland VZ GmbH & Co. KG;OSTSTR. 5;06231;NEMPITZ;LEBENSMITTEL GH;LEH;Lager / GH;51.29193;12.1423401
10099223;Metro  Cash & Carry  BKZ 0182;BORUSSIASTR. 101;44149;DORTMUND;CASH & CARRY;Cash&Carry;Outlet;51.4930633;7.3729387
10099258;Real,- 87102;WESELER STR. 30-40;45478;MUELHEIM AN DER RUHR;SB WARENHAUS;LEH;Outlet;51.43071;6.8588706
10099328;Ratio Einkaufszentrum;HOFSTEDER STR. 205;44809;BOCHUM;SB WARENHAUS;LEH;Outlet;51.5011535;7.2034625
10100316;Toom VM 707;HERNER STR. 245;45659;RECKLINGHAUSEN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.5840102;7.2151151
10105124;Real,- 86128;DEUTSCHE STR. 4;44339;DORTMUND;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.5479918;7.4626721
10105515;Real,- 86839;THYSSENSTR. 70;46535;DINSLAKEN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.5598469;6.7447315
10106646;Kaufland 5830-N3;KOERNER HELLWEG 142;44143;DORTMUND;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.5184606;7.5110329
10108061;Kaufland 4420-N4;LUISENGLUECK 43;44225;DORTMUND;SB WARENHAUS;LEH;Outlet;51.4765042;7.4325008
10108238;Kaufland 7520-N3;HEIDENER STR. 32;46325;BORKEN;SB WARENHAUS;LEH;Outlet;51.8466273;6.8617735
10206506;Kaufland 1750-N3;MERSCHSTR. 19;44534;LUENEN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.6154856;7.5292773
10099410;Rewe Zentral AG NL West;BEULER HOEHE 1;45525;HATTINGEN;LEBENSMITTEL GH;LEH;Lager / GH;51.39074;7.17128
10099275;Real,- 87126;MUENSTERSTR. 183;59073;HAMM;SB WARENHAUS;LEH;Outlet;51.702405;7.799858
10099612;Real,- 82213;BOEKENFOERDER STR. 181;59557;LIPPSTADT;SB WARENHAUS;LEH;Outlet;51.6649922;8.3601012
10099655;Kaufhof Warenhaus AG ZAL 344;HENRY-EVERLING-STR. 1;59174;KAMEN;LEBENSMITTEL GH;LEH;Lager / GH;51.58138;7.66945
10105477;Kaufland 4640-N4;TOEDDINGHAUSER STR. 150;59192;BERGKAMEN;SB WARENHAUS;LEH;Outlet;51.614191;7.6310032
10108136;Kaufland 1330-N4;AM ROEMERLAGER 1;59192;BERGKAMEN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.651478;7.6783753
10108147;Kaufland 1440-N2;WILHELMSTR. 197;59067;HAMM;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.6646669;7.7845527
10108153;Kaufland 1490-N4;AM ZOLLPOST 15;59174;KAMEN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.5789923;7.6702908
10108168;Kaufland 1630-N2;SOESTER STR. 26;59457;WERL;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.5492104;7.9167842
10210052;Hit 107-B;AM BAHNHOF 2;59494;SOEST;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.5786442;8.1022193
10099292;Real,- 87225;GENERAL-BISHOP-STR. 1;32339;ESPELKAMP;SB WARENHAUS;LEH;Outlet;52.38821;8.63434
10099518;Ratio C & C Grossmarkt;HANSESTR. 1;33689;BIELEFELD;CASH & CARRY;Cash&Carry;Outlet;51.9519486;8.5701573
10100331;Real,- 86440;KLINGENBERGSTR. 31;32758;DETMOLD;SB WARENHAUS;LEH;Outlet;51.9520927;8.8554638
10101053;E Marktkauf Halle;GARTENSTR. 3;33790;HALLE (WESTF.);GROSSE VM 1500 - 4999 QM;LEH;Outlet;52.06018;8.3598
10101131;Toom VM 035;ERNST-HILKER-STR. 15;32758;DETMOLD;SB WARENHAUS;LEH;Outlet;51.95272;8.8862913
10101487;Real,- 87454;AM ANGER 22;33332;GUETERSLOH;SB WARENHAUS;LEH;Outlet;51.8992905;8.4015097
10108150;Kaufland 1460-N3;KIEBITZSTR. 33;32051;HERFORD;GROSSE VM 1500 - 4999 QM;LEH;Outlet;52.1289582;8.6484855
10108161;Kaufland 1560-N2;BENTELERSTR. 4;33104;PADERBORN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.7435534;8.7266365
10117760;Kaufland 7510-N3;BAHNHOFSTR. 33;33378;RHEDA-WIEDENBRUECK;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.8521;8.2887
10145066;E Marktkauf Horn-Bad Meinberg;WILBERGER STRASSE;32805;HORN-BAD MEINBERG;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.8870709;8.9455996
10099428;EHG Nordbayern-Sachsen-Thueringen m;KLEPPERSTR. 2;95615;MARKTREDWITZ;LEBENSMITTEL GH;LEH;Lager / GH;50.01772;12.1013
10105710;Kaufland 7670-S:W3 / T:W4;LEOPOLDSTR. 30;95615;MARKTREDWITZ;SB WARENHAUS;LEH;Outlet;50.0001796;12.0873318
10099203;Metro Cash & Carry  BKZ 0410;PETER-ANDERS-STR. 6;81245;MUENCHEN;CASH & CARRY;Cash&Carry;Outlet;48.1519075;11.4784615
10099205;Real,- 83536;IM ALLMEY 1;87435;KEMPTEN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;47.7115872;10.2899308
10099439;V-Markt Fuessen 87629;KEMPTNER STR. 107;87629;FUESSEN;SB WARENHAUS;LEH;Outlet;47.5679374;10.6706655
10099440;V-Markt;IM ENGELFELD 5;87509;IMMENSTADT I. ALLGAEU;GROSSE VM 1500 - 4999 QM;LEH;Outlet;47.5586704;10.2102121
10104486;Real,- 83109;FOELLSTR. 20;86343;KOENIGSBRUNN;SB WARENHAUS;LEH;Outlet;48.2922436;10.8893318
10104545;V-Markt Hirschzell 87600;FRANKENRIEDER STR. 20;87600;KAUFBEUREN;KLEINE VM 800 - 1499 QM;LEH;Outlet;47.874294;10.6406316
10105630;Real,- 83627;MACHTLFINGER STR. 4;81379;MUENCHEN;SB WARENHAUS;LEH;Outlet;48.0972554;11.512251
10106568;Hit 068-B;FRANZ-BECK-STRASSE;86551;AICHACH;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.4569737;11.1239433
10107007;Rewe GV-Service GmbH;DIESELSTR. 31;87437;KEMPTEN;GV FACHGROSSHANDEL;LEH;Lager / GH;47.759057;10.317114
10141632;C&C Schaper  80778;FRAUENHOFER STR. 86;87700;MEMMINGEN;CASH & CARRY;Cash&Carry;Outlet;48.0010479;10.1570297
10101842;EHG Lager Osterweddingen;LANGE GOEREN;39171;OSTERWEDDINGEN;LEBENSMITTEL GH;LEH;Lager / GH;52.0524529;11.5882437
10099194;HIT 021-A;KANALSTR. 46;75417;MUEHLACKER;SB WARENHAUS;LEH;Outlet;48.93724;8.80656
10099416;EHG Suedwest mbH;WEIDENWEG 31;72336;BALINGEN;LEBENSMITTEL GH;LEH;Lager / GH;48.2544976;8.8524165
10099987;Kaufland 3030-W5;DIESELSTR. 1;78073;BAD DUERRHEIM;SB WARENHAUS;LEH;Outlet;48.0298203;8.5249582
10100393;Real,- 85608;ST.-GEORGENER-STR. 2;79111;FREIBURG IM BREISGAU;SB WARENHAUS;LEH;Outlet;47.9867524;7.7980078
10100516;SB-Warenhaus Schlecker;TALSTR. 3;89584;EHINGEN;SB WARENHAUS;LEH;Outlet;48.271715;9.7274987
10100897;E Marktkauf Stuttgart;STUTTGARTER STR. 46-48;70469;STUTTGART;SB WARENHAUS;LEH;Outlet;48.8107888;9.1642098
10101126;E Marktkauf Sindelfingen;TILSITER STR. 15;71065;SINDELFINGEN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.7041865;9.0318047
10101875;E Marktkauf Nagold;HAITERBACHER STR. 82-86;72202;NAGOLD;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.5439402;8.7300455
10102618;E Marktkauf Schramberg;BERNECKSTR. 113;78713;SCHRAMBERG;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.21634;8.38893
10103259;Kaufland 3390-W4;PFALZ-GRAF-OTTO-STRASSE;74821;MOSBACH;GROSSE VM 1500 - 4999 QM;LEH;Outlet;49.3446662;9.1343915
10103492;Kaufland 2050-W3;OBERE STEGWIESEN 10;88400;BIBERACH AN DER RISS;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.1280771;9.8025467
10103779;Kaufland 4100-S:W3 / P:W4;GEORG-ZIMMERER-STR. 1;72488;SIGMARINGEN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.0863417;9.214767
10104350;Kaufland 4280-S:W3 / T:W4;FRIEDRICHSHAFENER STR. 39;88097;ERISKIRCH;SB WARENHAUS;LEH;Outlet;47.6334479;9.5244267
10104645;Kaufland 6820-W3;NUSSDORFER STR. 101;88662;UEBERLINGEN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;47.7539685;9.1910854
10105266;Real,- 80252;HAHNERSTR. 1;72160;HORB AM NECKAR;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.4577356;8.6990783
10105269;Real,- 80290;RUHRSTR. 5;71332;WAIBLINGEN;SB WARENHAUS;LEH;Outlet;48.816613;9.3005648
10105270;Real,- 80337;WEILIMDORFER STR. 91;70839;GERLINGEN;SB WARENHAUS;LEH;Outlet;48.8075282;9.0759556
10105271;Real,- 80351;FRIEDR.-LIST-STR. 10;78727;OBERNDORF;SB WARENHAUS;LEH;Outlet;48.2963235;8.5519441
10105288;Netto Marken-Discount GmbH & Co. OH;RUDOLF-SCHELS-STR. 6;89547;GERSTETTEN;DISCOUNTER-GH;Discounter;Lager / GH;48.5881246;10.1278497
10106076;Kaufland 5290-W3;AM SALINENDREIECK 1;78628;ROTTWEIL;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.1634481;8.646821
10106078;Kaufland 5330-W3;OBERE WIESEN;78549;SPAICHINGEN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.0680693;8.7510635
10106156;Handelshof 5310-W2;JOHANNITER STRASSE;74523;SCHWAEBISCH HALL;GROSSE VM 1500 - 4999 QM;LEH;Outlet;49.1162604;9.7324513
10106182;Real,- 85769;AM NEUEN MARKT 1;78054;VILLINGEN-SCHWENNINGEN;SB WARENHAUS;LEH;Outlet;48.081883;8.4995733
10106927;Suesswaren Logistik;MOEGLINGER PFAD 2;71701;SCHWIEBERDINGEN;SONSTIGE DIREKTKUNDEN IMPULS;Impuls;Outlet;48.8796481;9.1012395
10106935;Kaufland 6350-W2;MEMMINGER STR. 54;89231;NEU-ULM;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.3855711;10.0042182
10107227;Matthaeus Koch GmbH;ALTE HAUPTSTR. 13;72355;SCHOEMBERG;AUTOMATENBETRIEB;Impuls;Lager / GH;48.211837;8.7621338
10107542;Mueller Ltd. & Co. KG;MAX-EYTH-STR. 43;89231;NEU-ULM;LEBENSMITTEL GH;LEH;Lager / GH;48.393943;10.0250591
10107704;Kaufland 6650-W4;AILINGER STR. 109;88046;FRIEDRICHSHAFEN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;47.665326;9.4851238
10145178;Real,- 83846;IMANUEL-MAIER-STR. 2;73257;KOENGEN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.6738491;9.3608252
10156490;Selgros Feuerbach 729;HEILBRONNER STR. 381;70469;STUTTGART;CASH & CARRY;Cash&Carry;Outlet;48.8202343;9.1751653
10201629;Kaufland 1680-W3;CARL-BENZ-STR. 18-22;78467;KONSTANZ;SB WARENHAUS;LEH;Outlet;47.6766314;9.1481697
10100170;Toom VM 081;MICHAELPLATZ 1;53177;BONN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;50.6842925;7.1522025
10101993;Toom VM 049;AM SCHICKSHOF 6;53123;BONN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;50.7142471;7.0453825
10099515;Hit 012-B;KOELNER STR. 79;53840;TROISDORF;GROSSE VM 1500 - 4999 QM;LEH;Outlet;50.8156;7.15627
10099536;Hit 003-A;ALTE HEERSTR. 53;53757;SANKT AUGUSTIN;SB WARENHAUS;LEH;Outlet;50.7673122;7.1934165
10099543;Metro  Cash & Carry  BKZ 0205;EINSTEINSTR. 28;53757;SANKT AUGUSTIN;CASH & CARRY;Cash&Carry;Outlet;50.7924288;7.1805492
10099573;Real,- 86747;RATHAUSALLEE 2;53757;SANKT AUGUSTIN;SB WARENHAUS;LEH;Outlet;50.7742876;7.1832095
10099640;Hit 011-A;SPICHER STR. 101;53844;TROISDORF;GROSSE VM 1500 - 4999 QM;LEH;Outlet;50.8104688;7.1234687
10099641;Hit 018-C;MARKTSTR. 109;53859;NIEDERKASSEL;KLEINE VM 800 - 1499 QM;LEH;Outlet;50.79851;7.05209
10102265;Hit 112-C;ADENAUERPLATZ 2;53773;HENNEF;GROSSE VM 1500 - 4999 QM;LEH;Outlet;50.774202;7.2856934
10104365;Kaufland 4150-S:N3 / T:N4;THEODOR-HEUSS-RING;53840;TROISDORF;GROSSE VM 1500 - 4999 QM;LEH;Outlet;50.8117338;7.1583961
10105793;Kaufland 4910-S:N3 / T:N4;WILHELM-OSWALD-STR. 1;53721;SIEGBURG;SB WARENHAUS;LEH;Outlet;50.7910214;7.2217573
10107869;Hit 014-B;INDUSTRIESTR. 29;53721;SIEGBURG;GROSSE VM 1500 - 4999 QM;LEH;Outlet;50.7987492;7.1972478
10102854;Metro  Cash & Carry  BKZ 1080;GEITHAINER STR. 60;04328;LEIPZIG;CASH & CARRY;Cash&Carry;Outlet;51.3413358;12.4436144
10103217;Kaufland 2990-S:O1 / T:O2;ANTON-ZICKMANTEL-STRASSE;04249;LEIPZIG;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.3026223;12.3230344
10104969;Rewe Regie 174;HAUPTBAHNHOF;04103;LEIPZIG;KLEINE VM 800 - 1499 QM;LEH;Outlet;51.3443068;12.3806128
10105278;Real,- 80867;LUDWIGSBURGER STR. 9;04209;LEIPZIG;SB WARENHAUS;LEH;Outlet;51.3195695;12.2903287
10106936;Kaufland 3140-O5;PAUNSDORFER ALLEE;04329;LEIPZIG;SB WARENHAUS;LEH;Outlet;51.3533918;12.4794935
10108039;Hit 100-A;STRASSE DES 18. OKTOBER 44;04103;LEIPZIG;SB WARENHAUS;LEH;Outlet;51.3231029;12.3910332
10099236;Real,- 87072;BATAVERSTR. 93;41462;NEUSS;SB WARENHAUS;LEH;Outlet;51.2312339;6.6856992
10099361;Real,- 87386;ALLEESTR. 74;42853;REMSCHEID;SB WARENHAUS;LEH;Outlet;51.1825217;7.1881134
10106831;Hit 088-B;DAHLENER STR. 171;41239;MOENCHENGLADBACH;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.165636;6.430953
10107681;Hit 006-B;STEINSSTR. 70;41199;MOENCHENGLADBACH;KLEINE VM 800 - 1499 QM;LEH;Outlet;51.14967;6.44891
10127137;Kaufland 7940-N3;AM LANDABSATZ;41836;HUECKELHOVEN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.0559084;6.2186076
10099251;Real,- 87317;DUELMENER STR. 39;48653;COESFELD;SB WARENHAUS;LEH;Outlet;51.9353315;7.1718143
10103243;C&C Schaper  80426;HANDELSSTR. 6-8;49809;LINGEN;CASH & CARRY;Cash&Carry;Outlet;52.5373679;7.3361342
10108133;Kaufland 1300-N2;ANDREASSTR. 3-5;48683;AHAUS;GROSSE VM 1500 - 4999 QM;LEH;Outlet;52.0661353;6.9647217
10099272;Metro  Cash & Carry  BKZ 0250;MAX-PETERS-STR. 20;47059;DUISBURG;CASH & CARRY;Cash&Carry;Outlet;51.4436265;6.763256
10099274;Metro  Cash & Carry  BKZ 0236;QUERSTR. 53;45661;RECKLINGHAUSEN;CASH & CARRY;Cash&Carry;Outlet;51.5800634;7.1879267
10100117;Real,- 86600;HAFELSSTR. 200;47809;KREFELD;SB WARENHAUS;LEH;Outlet;51.3220967;6.6009357
10106452;Toom VM 048;PLATZ DER DEUTSCHEN EINHEIT 1;46282;DORSTEN;SB WARENHAUS;LEH;Outlet;51.660486;6.968561
10108143;Kaufland 1400-N3;WILHELMSTR. 30;45964;GLADBECK;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.5701878;6.9949744
10108144;Kaufland 1410-N2;AUF DEM WALL 15;47574;GOCH;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.6732816;6.1605467
10108156;Kaufland 1510-N3;OLMER STR. 1-14;47533;KLEVE;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.8091567;6.1280084
10108166;Kaufland 1610-N2;BEGINENPFAD 10;47638;STRAELEN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.4220239;6.2540853
10108370;Handelshof C & C GmbH & Co.KG;DINGDENER STR. 203;46395;BOCHOLT;CASH & CARRY;Cash&Carry;Outlet;51.80475;6.60959
10138913;Kaufland 1950-N3;WESTWALL;47608;GELDERN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.5180438;6.3192103
10159166;Kaufland 6610-N3;FLUTSTR. 81;47533;KLEVE;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.7988452;6.1384407
10101780;Real,- 87934;ALTER PFARRWEG;01587;RIESA;SB WARENHAUS;LEH;Outlet;51.299973;13.2642965
10101781;Real,- 87910;BERLINER STR. 70-72;03099;KOLKWITZ;SB WARENHAUS;LEH;Outlet;51.7498699;14.2628848
10101999;Kaufland 2730-O2;SCULTETUSSTR. 24;02828;GOERLITZ;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.164355;14.9776922
10102189;Rewe XL;KOLLMER STR. 8;02906;NIESKY;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.2867444;14.819529
10102204;E Marktkauf Cottbus;MADLOWER CHAUSSEE 4;03051;COTTBUS;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.7172559;14.3202781
10102761;E Marktkauf Goerlitz;NIESKYER STR. 100;02828;GOERLITZ;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.1689254;14.9710334
10103187;Toom VM 809;HOCHWALDSTRASSE;02763;ZITTAU;SB WARENHAUS;LEH;Outlet;50.8878615;14.8021987
10103616;Metro  Cash & Carry  BKZ 0267;MARIE-CURIE-STR. 9;01139;DRESDEN;CASH & CARRY;Cash&Carry;Outlet;51.0743719;13.6832976
10107561;C&C Schaper  80099;DRESDENER STR. 57;02625;BAUTZEN;CASH & CARRY;Cash&Carry;Outlet;51.1793598;14.3985514
10101789;Real,- 87842;ANHALTSTR. 74;06749;BITTERFELD;SB WARENHAUS;LEH;Outlet;51.6402502;12.3103219
10101844;Toom VM 803;HERNER STR. 7;06295;LUTHERSTADT EISLEBEN;SB WARENHAUS;LEH;Outlet;51.5121013;11.5741488
10102966;Real,- 82632;AN DER B 100;06188;PEISSEN B HALLE, SAALE;SB WARENHAUS;LEH;Outlet;51.5098309;12.0526512
10101708;Real,- 87811;SCHUBERTSTR. 20;99867;GOTHA;SB WARENHAUS;LEH;Outlet;50.9421312;10.6767022
10101820;Real,- 87835;PLANSTR. /SONDERG.AN DER B 7;99441;SUESSENBORN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;50.9841935;11.3918663
10102022;E Marktkauf SB-Warenhaus 04;MUEHLHAEUSER STRASSE;99817;EISENACH;SB WARENHAUS;LEH;Outlet;50.9875091;10.3144214
10102866;E Marktkauf SB-Warenhaus 06;HELMESTR. / DARRWEG 67;99734;NORDHAUSEN;SB WARENHAUS;LEH;Outlet;51.4829924;10.8038657
10103075;Kaufland 2780-O3;KRANICHFELDER STRASSE;99097;ERFURT;SB WARENHAUS;LEH;Outlet;50.9561277;11.0628166
10102620;E Marktkauf Burg;ZIBBEKLEBENER STR. 7;39288;BURG;GROSSE VM 1500 - 4999 QM;LEH;Outlet;52.2589907;11.8458881
10099554;Hit 008-B;SCHURZELTER STR. 565;52074;AACHEN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;50.77069;6.039682
10100147;Toom VM 063;SCHUMANNSTR. 4;52146;WUERSELEN;SB WARENHAUS;LEH;Outlet;50.8079246;6.1524903
10106283;C&C Schaper  80389;AM GUT WOLF;52070;AACHEN;CASH & CARRY;Cash&Carry;Outlet;50.7903889;6.1015216
10107928;Real,- 87614;INDUSTRIESTR. 8;52156;MONSCHAU;GROSSE VM 1500 - 4999 QM;LEH;Outlet;50.5775199;6.2660457
10108170;Real,- 86051;AN DER LEIMKAUL 1;52428;JUELICH;GROSSE VM 1500 - 4999 QM;LEH;Outlet;50.9277092;6.372861
10099300;Real,- 87263;FRANKFURTER STR. 225;34134;KASSEL;SB WARENHAUS;LEH;Outlet;51.2878015;9.4749712
10099307;Metro  Cash & Carry  BKZ 0720;SIEMENSSTR. 7;35440;LINDEN;CASH & CARRY;Cash&Carry;Outlet;50.5408095;8.6520898
10099572;Real,- 82526;GROSSE BREITE 6;37077;GOETTINGEN;SB WARENHAUS;LEH;Outlet;51.5608603;9.9271025
10101162;Ratio Einkaufszentrum;FULDASTR. 1-5;34225;BAUNATAL;SB WARENHAUS;LEH;Outlet;51.2285566;9.4285046
10101739;E SB Union Grossmarkt GmbH;RUDOLF-WINKEL-STR. 18;37079;GOETTINGEN;CASH & CARRY;Cash&Carry;Outlet;51.54315;9.90268
10106382;Real,- 89549;AM KAUF PARK 2;37079;GOETTINGEN;SB WARENHAUS;LEH;Outlet;51.5287439;9.8813102
10107659;Kaufland 7280-N2;RUECKLINGSALLEE 2;37154;NORTHEIM;SB WARENHAUS;LEH;Outlet;51.7092379;10.0023147
10156907;Kaufland 7820-N2;SEDANSTR. 16-18;31061;ALFELD;SB WARENHAUS;LEH;Outlet;51.9879653;9.8219198
10103093;Hit 101-A;AM JOBBERATH;50126;BERGHEIM;SB WARENHAUS;LEH;Outlet;50.9538015;6.6371672
10145180;Handelshof Koeln GmbH & Co. KG;WIDDERSDORFER STR. 427-431;50933;KOELN;CASH & CARRY;Cash&Carry;Outlet;50.9469;6.8804561
10105935;Hit 065-C;GEZELINALLEE 17-19;51375;LEVERKUSEN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.03588;7.05024
10105722;Real,- 86611;RUDOLF-DIESEL-STR. 32-36;51149;KOELN;SB WARENHAUS;LEH;Outlet;50.9015618;7.0725312
